filename,Food_Description,clean_description,manual_fix,manual_description,database_used,GTIN/UPC,Full_Ingredient_List,token_removed
0c0a361d4013aebf1fb13a65381f.jpeg,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added in cooking, Kale, cooked, from fresh, fat added in cooking, NS as to type of fat, Cilantro, raw","{'kale', 'egg', 'omelet', 'vegetable', 'green', 'tomato', 'cilantro'}",N,NA,NA,NA,"{'kale', 'egg', 'tomato', 'cilantro'}",NA
0f8fe55e45829d17efbdf39ab3fe.jpeg,"Potato, hash brown, from fast food, Kale, cooked, from fresh, made with oil, Egg omelet or scrambled egg, made with oil","{'kale', 'egg', 'omelet', 'oil', 'potato'}",N,NA,NA,NA,"{'kale', 'egg', 'oil', 'potato'}",NA
74a354264b21afdc8f0c3c430eac.jpeg,"Fruit juice blend, 100% juice",{'juice'},N,NA,NA,NA,{'fruit'},NA
9a94e8ad41849c5b361a515f4f80.jpeg,"Cranberry juice, 100%, not a blend","{'juice', 'cranberry'}",N,NA,NA,NA,{'cranberry'},NA
c82dae9447c1941fbb581caaf94e.jpeg,"Cranberry juice, 100%, not a blend, Carbonated water, unsweetened","{'juice', 'cranberry'}",N,NA,NA,NA,{'cranberry'},NA
6685300743ea8987ba95e0040b6f.jpeg,"Cranberry juice drink, with high vitamin C, Carbonated water, unsweetened","{'juice', 'cranberry'}",N,NA,NA,NA,{'cranberry'},NA
980864224143be648308c8dd0db2.jpeg,"Jicama, raw",{'jicama'},N,NA,NA,NA,{'jicama'},NA
c7c01a27467caed226913b96a43b.jpeg,"Cookie, butter or sugar, with icing or filling other than chocolate","{'icing', 'butter', 'cookie', 'chocolate', 'sugar'}",N,NA,NA,NA,"{'icing', 'butter', 'flour', 'egg', 'milk', 'sugar'}",NA
759c09be4dd79bdb0f62484b59d8.jpeg,"Butter, stick, unsalted, Egg, whole, boiled or poached, Flour, white, all-purpose, Sugar, white, granulated or lump, Milk, evaporated, whole, Water, tap, Cake, sponge, without icing or filling, Flour, white, all-purpose, Sugar, white, granulated or lump, Lard, Water, tap, Beans, dry, cooked, NS as to type, fat not added in cooking","{'icing', 'butter', 'bean', 'cake', 'egg', 'flour', 'milk', 'lard', 'sugar', 'stick'}",N,NA,NA,NA,"{'butter', 'bean', 'egg', 'flour', 'milk', 'lard', 'sugar', 'stick'}",NA
22e5ed144abfb35ee17afb1f640b.jpeg,"Ice cream, regular, flavors other than chocolate, Chocolate syrup, thin type, Chocolate-flavored sprinkles","{'ice', 'flavor', 'chocolate', 'sprinkle', 'cream', 'syrup'}",N,NA,NA,NA,"{'milk', 'sprinkle', 'cream', 'sugar', 'vanilla'}",NA
9727a78d404eafd3a8bee8a7bbb2.jpeg,"Ice cream, regular, flavors other than chocolate, Chocolate syrup, thin type","{'ice', 'flavor', 'chocolate', 'cream', 'syrup'}",N,NA,NA,NA,"{'vanilla, 'milk', 'cream', 'sugar'}",NA
25a4b2124d58bc2338fa5d12aa93.jpeg,"Ice cream, regular, flavors other than chocolate, Topping, chocolate, thick, fudge type","{'ice', 'flavor', 'chocolate', 'cream', 'fudge'}",N,NA,NA,NA,"{'milk', 'chocolate', 'cream', 'sugar', 'vanilla'}",NA
f69eb25f41c0bb83fcfabb913437.jpeg,"Ice cream, regular, flavors other than chocolate, milk, buttermilk, fluid, cultured, lowfat, sugars, granulated, cornstarch, salt, table, candies, semisweet chocolate","{'ice', 'cornstarch', 'flavor', 'buttermilk', 'salt', 'chocolate', 'milk', 'sugar', 'cream', 'candy'}",N,NA,NA,NA,"{'cornstarch', 'buttermilk', 'salt', 'chocolate', 'milk', 'sugar', 'cream'}",NA
31b1a340428893a4d26a075067ac.jpeg,"Croissant, Ham, prepackaged or deli, luncheon meat","{'ham', 'croissant', 'meat'}",N,NA,NA,NA,"{'ham', 'egg', 'butter', 'milk', 'flour', 'yeast'}",NA
3bd74111444dbbd9e90879785f82.jpeg,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type","{'green', 'squash'}",N,NA,NA,NA,{'squash'},NA
1bcd1f4a4861805fc6c07036c1ba.jpeg,"Rice, white, cooked, fat not added in cooking, Chicken breast, fried, coated, skin / coating eaten, from raw, Tuna, fresh, raw, Onions, young green, raw, Water, tap","{'green', 'onion', 'chicken', 'rice', 'tuna'}",N,NA,NA,NA,"{'onion', 'chicken', 'rice', 'tuna'}",NA
105fa9b24cea906b65ba2053584d.jpeg,"Rice, white, cooked, fat not added in cooking, Cabbage, green, cooked, made with oil, Salsa, red, commercially-prepared","{'green', 'oil', 'rice', 'cabbage', 'salsa'}",N,NA,NA,NA,"{'oil', 'rice', 'cabbage', 'salsa'}",NA
4e284d9e4fe69ab159dcbab44d9f.jpeg,"Turkey, prepackaged or deli, luncheon meat, Plum, raw, Squash, summer, yellow or green, cooked, from fresh, fat not added in cooking","{'green', 'meat', 'turkey', 'squash', 'plum'}",N,NA,NA,NA,"{'turkey', 'squash', 'plum'}",NA
756532be4a858ebaba3235a7158f.jpeg,"Rice, white, cooked, fat not added in cooking, Gravy, poultry, Vegetarian pot pie, Vegetarian burger or patty, meatless, no bun","{'gravy', 'burger', 'bun', 'rice', 'pie'}",N,NA,NA,NA,"{'gravy', 'flour', 'water', 'yeast', 'rice', 'pie'}",NA
c93ba1bc4895a376c23a0132666a.jpeg,"Grapefruit, raw",{'grapefruit'},N,NA,NA,NA,{'grapefruit'},NA
e387c97c4aecbd2735670b2bae95.jpeg,"Grapefruit, raw, Sugar, brown","{'grapefruit', 'sugar'}",N,NA,NA,NA,"{'grapefruit', 'sugar'}",NA
e0b2d1d447c485271fabc939d4ac.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
4ac1872041a585a53cccd1661b9a.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
ee07fb754091a16053a2026d7005.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
c728890e468897bfe92cfcac960e.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
090d15f24b5383a64df27706ec98.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
4bcc115a453295978dabc3ad6cfe.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
7f39e8ff4e58b3949406a3a6c5d2.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
1b087dd74b988ef13e4d6cf2c3f9.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
c874e663414fb93a53e7754ca23b.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
231e6a264352885ae64b4769fd06.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
eg8yvo3jekgir8c95jnhdkvs32kn.jpeg,"Grapes, raw, NS as to type",{'grape'},N,NA,NA,NA,{'grape'},NA
c022f32549dc82938c2e05c6e304.jpeg,"Pear, raw, Grapes, raw, NS as to type","{'grape', 'pear'}",N,NA,NA,NA,"{'grape', 'pear'}",NA
ec2f815d42d6a69c4704acf0c0c3.jpeg,"Yogurt, Greek, whole milk, plain, Honey, Blueberries, raw, Cereal, granola","{'granola', 'yogurt', 'milk', 'honey', 'blueberry', 'cereal'}",N,NA,NA,NA,"{'granola', 'yogurt', 'milk', 'honey', 'blueberry', 'cereal'}",NA
17e048034b3ebdc202ace610dba9.jpeg,"Yogurt, Greek, whole milk, fruit, Cereal, granola, Blueberries, raw","{'granola', 'yogurt', 'milk', 'blueberry', 'cereal'}",N,NA,NA,NA,"{'granola', 'yogurt', 'milk', 'blueberry', 'cereal'}",NA
d0658ded4028813e2e876c5266ba.jpeg,"Cereal, granola, Yogurt, whole milk, plain","{'granola', 'yogurt', 'cereal', 'milk'}",N,NA,NA,NA,"{'granola', 'yogurt', 'cereal', 'milk'}",NA
1eef81154c42a603dd8d9936f86c.jpeg,"Yogurt, Greek, whole milk, plain, Cereal, granola","{'granola', 'yogurt', 'cereal', 'milk'}",N,NA,NA,NA,"{'granola', 'yogurt', 'cereal', 'milk'}",NA
6aa83a4642e092a356ed69c83f97.jpeg,"Yogurt, Greek, nonfat milk, plain, Cereal (Nature Valley Granola)","{'granola', 'yogurt', 'cereal', 'milk'}",N,NA,NA,NA,"{'granola', 'yogurt', 'cereal', 'milk'}",NA
b4ba4dec4aa5af4856e514024eff.jpeg,"Yogurt, Greek, low fat milk, plain, Cereal, granola","{'granola', 'yogurt', 'cereal', 'milk'}",N,NA,NA,NA,"{'granola', 'yogurt', 'cereal', 'milk'}",NA
0fe7b1064b00b45e9eaf78f54d0a.jpeg,"Yogurt, Greek, low fat milk, fruit, Cereal, granola","{'granola', 'yogurt', 'cereal', 'milk'}",N,NA,NA,NA,"{'granola', 'yogurt', 'cereal', 'milk'}",NA
0033c3304cdd98508a4afd6c7eaa.jpeg,"Yogurt, Greek, nonfat milk, plain, Cereal, granola, Flax seeds, Pumpkin seeds, unsalted","{'granola', 'seed', 'yogurt', 'milk', 'flax', 'cereal', 'pumpkin'}",N,NA,NA,NA,"{'granola', 'yogurt', 'milk', 'flax', 'cereal', 'pumpkin'}",NA
be69fb3e45319b8faadc05c2a71e.jpeg,"Pancakes, plain, Yogurt, Greek, whole milk, plain, Persimmon, raw, Banana, raw, Pomegranate, raw, Granola, homemade, Peanut butter","{'granola', 'persimmon', 'pomegranate', 'butter', 'banana', 'yogurt', 'milk', 'peanut', 'pancake'}",N,NA,NA,NA,"{'granola', 'persimmon', 'pomegranate', 'butter', 'banana', 'yogurt', 'milk', 'peanut', 'egg', 'flour', 'sugar'}",NA
cb2dd0ee489fb1e23863b184e7b9.jpeg,"Cereal or granola bar (Kellogg's Special K bar), Rolo, Pretzels, hard, plain, salted, Pecans, NFS","{'granola', 'pecan', 'pretzel', 'kellogg', 'cereal'}",N,NA,NA,NA,"{'granola', 'pecan', 'salt', 'butter', 'flour', 'sugar', 'egg', 'yeast', 'cereal'}",NA
9a4b3ab54542af08b1eeb9890ccd.jpeg,"Cereal (Kellogg's All-Bran Complete Wheat Flakes), Milk, NFS, Granola, homemade, Nutritional powder mix, whey based, NFS","{'granola', 'milk', 'wheat', 'kellogg', 'flake', 'cereal'}",N,NA,NA,NA,"{'granola', 'milk', 'cereal'}",NA
a2f2d0664a69b7eb3ca09bbdad13.jpeg,"Cereal (Kellogg's Low Fat Granola), Almond milk, unsweetened","{'granola', 'milk', 'kellogg', 'cereal', 'almond'}",N,NA,NA,NA,"{'granola', 'milk', 'almond'}",NA
618c157b437bb2174856f4cdc187.jpeg,"Cereal, granola, Almond milk, sweetened","{'granola', 'milk', 'cereal', 'almond'}",N,NA,NA,NA,"{'granola', 'milk', 'cereal', 'almond'}",NA
c6eb0025404d93e2e7802ae639d2.jpeg,"Yogurt, whole milk, plain, Cereal, granola, Strawberries, frozen, unsweetened, Lime juice, 100%, freshly squeezed, Butter, stick, unsalted, Egg, yolk only, cooked, fat not added in cooking, Sugar, NFS","{'granola', 'lime', 'butter', 'egg', 'yogurt', 'milk', 'sugar', 'juice', 'yolk', 'stick', 'cereal', 'strawberry'}",N,NA,NA,NA,"{'granola', 'lime', 'butter', 'egg', 'yogurt', 'milk', 'sugar', 'cereal', 'strawberry'}",NA
4007eb954815986fcc8e15da9e5f.jpeg,"Yogurt, Greek, nonfat milk, flavors other than fruit, Cereal, granola","{'granola', 'flavor', 'yogurt', 'milk', 'cereal'}",N,NA,NA,NA,"{'granola', 'yogurt', 'milk', 'cereal'}",NA
050559814073827d93c3202ddf23.jpeg,"Yogurt, Greek, low fat milk, flavors other than fruit, Cereal, granola","{'granola', 'flavor', 'yogurt', 'milk', 'cereal'}",N,NA,NA,NA,"{'granola', 'yogurt', 'milk', 'cereal'}",NA
ae63b84b428c8a194df6c891200b.jpeg,"Yogurt, low fat milk, flavors other than fruit, Blueberries, frozen, unsweetened, Cereal, granola","{'granola', 'flavor', 'yogurt', 'milk', 'blueberry', 'cereal'}",N,NA,NA,NA,"{'granola', 'yogurt', 'milk', 'blueberry', 'cereal'}",NA
d9fabc1c428caa6de5ebba2614cc.jpeg,"Yogurt, whole milk, flavors other than fruit, Cereal (Kellogg's Low Fat Granola with Raisins), Apple, raw","{'granola', 'flavor', 'raisin', 'yogurt', 'milk', 'kellogg', 'apple', 'cereal'}",N,NA,NA,NA,"{'granola', 'raisin', 'yogurt', 'milk', 'apple', 'cereal'}",NA
d3970b5d4e49b0611d9802a5eb06.jpeg,"Yogurt, Greek, whole milk, plain, Cereal (Kellogg's Low Fat Granola), Blueberries, raw, Cranberries, dried, Banana, raw","{'granola', 'cranberry', 'banana', 'yogurt', 'milk', 'blueberry', 'kellogg', 'cereal'}",N,NA,NA,NA,"{'granola', 'cranberry', 'banana', 'yogurt', 'milk', 'blueberry', 'cereal'}",NA
600e363f4ee9a38beaf5dd00f670.jpeg,"Bagel, whole wheat, Cheese, cream, light or lite, Egg omelet or scrambled egg, made without fat, Egg white omelet, scrambled, or fried, made without fat, Banana, raw, Yogurt, Greek, nonfat milk, plain, Granola, homemade, Pomegranate, raw","{'granola', 'cheese', 'pomegranate', 'egg', 'omelet', 'banana', 'yogurt', 'milk', 'wheat', 'cream', 'bagel'}",N,NA,NA,NA,"{'granola', 'cheese', 'pomegranate', 'egg', 'banana', 'yogurt', 'milk', 'flour', 'salt', 'egg'}",NA
2d526ce842c696a3c4668317d3aa.jpeg,"Cereal, granola","{'granola', 'cereal'}",N,NA,NA,NA,"{'granola', 'cereal'}",NA
c4621c584690b39a37adc64d0711.jpeg,"Oatmeal, regular or quick, made with water, fat not added in cooking, Egg white omelet, scrambled, or fried, made with cooking spray, Strawberries, raw, Grapes, raw, NS as to type, Plum, raw, Yogurt, Greek, nonfat milk, plain, Granola, homemade, Peanut butter","{'granola', 'butter', 'egg', 'omelet', 'yogurt', 'oatmeal', 'milk', 'plum', 'grape', 'peanut', 'strawberry'}",N,NA,NA,NA,"{'granola', 'butter', 'egg', 'yogurt', 'oatmeal', 'milk', 'plum', 'grape', 'peanut', 'strawberry'}",NA
6666b4d94237ab4cc346e9afdacb.jpeg,"Cereal (Kellogg's All-Bran Complete Wheat Flakes), Milk, whole, Granola, homemade, Banana, raw, Nutritional powder mix, whey based, NFS","{'granola', 'banana', 'milk', 'wheat', 'kellogg', 'flake', 'cereal'}",N,NA,NA,NA,"{'granola', 'banana', 'milk', 'cereal'}",NA
5145ed0c46dd85dada9d75be8e01.jpeg,"Strawberries, raw, Milk, whole, Banana, raw, Strawberries, frozen, unsweetened, Blueberries, frozen, unsweetened, Cereal, granola","{'granola', 'banana', 'milk', 'blueberry', 'cereal', 'strawberry'}",N,NA,NA,NA,"{'granola', 'banana', 'milk', 'blueberry', 'cereal', 'strawberry'}",NA
23846920421ba1d51448bacb004c.jpeg,"Gnocchi, potato, Pesto sauce, Vegetarian burger or patty, meatless, no bun","{'gnocchi', 'burger', 'bun', 'potato', 'pesto'}",N,NA,NA,NA,"{'cheese', 'flour', 'egg', 'salt', 'potato', 'pesto'}",NA
d1be81dc424087a8e77c4c1b35a0.jpeg,"Pie, pumpkin, cream, whipped, cream topping, pressurized, yogurt, greek, plain, nonfat, sugars, granulated, sugars, brown, pumpkin, raw, spices, cinnamon, ground, spices, ginger, ground, spices, cloves, ground, spices, nutmeg, ground, pumpkin, raw","{'ginger', 'nutmeg', 'yogurt', 'spice', 'sugar', 'cream', 'cinnamon', 'clove', 'pie', 'pumpkin'}",N,NA,NA,NA,"{'ginger', 'nutmeg', 'yogurt', 'sugar', 'cream', 'cinnamon', 'clove', 'pie', 'pumpkin'}",NA
da670dc8449d8e54b850f83d3b49.jpeg,"Blueberries, frozen, unsweetened, Honey, Ginger, raw, Chia seeds, Almond milk, unsweetened, Kale, cooked, from fresh, fat not added in cooking, Spinach, raw","{'ginger', 'kale', 'seed', 'milk', 'honey', 'blueberry', 'chia', 'spinach', 'almond'}",N,NA,NA,NA,"{'ginger', 'kale', 'milk', 'honey', 'blueberry', 'chia', 'spinach', 'almond'}",NA
1830fbe942608bb5f9751a07ed8c.jpeg,"Cookie, gingersnaps, sweetener, syrup, agave, molasses, sugars, granulated, wheat flour, white, all-purpose, unenriched, spices, ginger, ground, spices, cinnamon, ground, salt, table","{'ginger', 'cookie', 'cinnamon', 'salt', 'flour', 'agave', 'wheat', 'molasses', 'spice', 'sugar', 'gingersnap', 'syrup'}",N,NA,NA,NA,"{'ginger', 'cinnamon', 'salt', 'flour', 'agave', 'molasses', 'sugar'}",NA
4hscihsk3tk7qbhzf87ozhrkysjl.jpeg,"Blueberries, frozen, unsweetened, Almond milk, unsweetened, Date, Ginger, raw, Tahini, Banana, raw","{'ginger', 'banana', 'milk', 'tahini', 'blueberry', 'almond', 'date'}",N,NA,NA,NA,"{'ginger', 'banana', 'milk', 'tahini', 'blueberry', 'almond', 'date'}",NA
7cv2ow81kcewd1e4c2pm2ml5vhg8.jpeg,"Pasta with tomato-based sauce, ready-to-heat, Garlic bread, from frozen, Water, tap","{'garlic', 'tomato', 'pasta', 'bread'}",N,NA,NA,NA,"{'garlic', 'tomato', 'pasta', 'flour', 'yeast', 'oil', 'egg'}",NA
d01658314b5e8a93ed3d5c0eb742.jpeg,"Garlic bread, from fast food / restaurant","{'garlic', 'bread'}",N,NA,NA,NA,"{'garlic', 'flour', 'yeast', 'oil', 'egg', 'water', 'salt'}",NA
4036a5264cd6a722865f3d0e87d3.jpeg,"Fritter, apple","{'fritter', 'apple'}",N,NA,NA,NA,{'apple'},NA
ca1024c94309a1a0815bd6c7f218.jpeg,"Focaccia, Italian flatbread, plain, Carrots, raw","{'focaccia', 'carrot', 'flatbread'}",N,NA,NA,NA,"{'carrot', 'flour', 'rosemary', 'salt', 'oil', 'yeast'}",NA
70ff5d5c4b04bb53e5809d841915.jpeg,"Yogurt, Greek, nonfat milk, plain, Raspberries, raw, NS as to color, Jam, preserve, all flavors","{'flavor', 'yogurt', 'raspberry', 'milk'}",N,NA,NA,NA,"{'yogurt', 'raspberry', 'milk'}",NA
ee5ff64544e2b102186d4bc1d00a.jpeg,"Yogurt, Greek, whole milk, flavors other than fruit, Banana, raw, Cereal, muesli","{'flavor', 'banana', 'yogurt', 'muesli', 'milk', 'cereal'}",N,NA,NA,NA,"{'banana', 'yogurt', 'muesli', 'milk', 'cereal'}",NA
f13551c5408694074c22e43dc4dc.jpeg,"Naan, Indian flatbread","{'flatbread', 'naan'}",N,NA,NA,NA,"{'flour', 'water', 'milk', 'yogurt', 'salt'}",NA
8ff89ab341ec8462a2f6f8f3c43e.jpeg,"Naan, Indian flatbread","{'flatbread', 'naan'}",N,NA,NA,NA,"{'flour', 'water', 'milk', 'yogurt'}",NA
b35545bf43c4b7ad7f3a1cb28815.jpeg,"Chicken fillet, breaded, Honey mustard dip, Potato, french fries, from fresh, baked, Olive oil, Bread, French or Vienna, Butter, stick, salted","{'fillet', 'butter', 'bread', 'honey', 'chicken', 'fry', 'olive', 'oil', 'stick', 'potato', 'mustard'}",N,NA,NA,NA,"{'butter', 'flour', 'egg', 'yeast', 'water', 'honey', 'chicken', 'oil', 'potato', 'vinegar', 'salt'}",NA
07d72ed6448e9ffa1ad46a59ab37.jpeg,"Fig, dried",{'fig'},N,NA,NA,NA,{'fig'},NA
a48997bf4715833ca26c3950d22a.jpeg,"Fig, raw",{'fig'},N,NA,NA,NA,{'fig'},NA
073062b545edb2853c734215efbc.jpeg,"Rice pilaf, Falafel","{'falafel', 'rice'}",N,NA,NA,NA,"{'falafel', 'rice'}",NA
8fcf9ffe4e9a9112c3434a168ff3.jpeg,"Bread, pita, Falafel, Yogurt, Greek, nonfat milk, plain, Tahini, Lemon juice, 100%, freshly squeezed, Tomatoes, raw","{'falafel', 'pita', 'bread', 'yogurt', 'tomato', 'milk', 'tahini', 'lemon', 'juice'}",N,NA,NA,NA,"{'chickpea', 'garlic', 'onion', 'coriander', 'pepper', 'yeast', 'flour', 'oil', 'salt', 'yogurt', 'tomato', 'milk', 'tahini', 'lemon'}",NA
8ccfa57247358819766e395846f0.jpeg,"Falafel, Hummus, plain, Tahini, Olives, black, Olive oil, Water, tap","{'falafel', 'hummus', 'tahini', 'olive', 'oil'}",N,NA,NA,NA,"{'falafel', 'chickpea', 'garlic', 'salt', 'oil', lemon', 'juice', 'tahini'}",NA
1b61dd5149a7a21f5d1dba5d11ea.jpeg,"Coffee, espresso, Cream, half and half, Milk, low fat (1%), Sugar, white, and water syrup","{'espresso', 'milk', 'coffee', 'sugar', 'cream', 'syrup'}",N,NA,NA,NA,"{'milk', 'coffee', 'sugar', 'cream'}",NA
9f271f9b46a0ad9c7fca839688d9.jpeg,"Vegetable oil, NFS, Enchilada sauce, red","{'enchilada', 'vegetable', 'oil'}",N,NA,NA,NA,"{'enchilada', 'oil'}",NA
ee8d05894a36b2fddfb3063168ff.jpeg,"Eggplant parmesan casserole, regular","{'eggplant', 'parmesan'}",N,NA,NA,NA,"{'eggplant', 'cheese'}",NA
21ed6bfa47bc9ce6e6c2c6825026.jpeg,"Egg, whole, boiled or poached",{'egg'},N,NA,NA,NA,{'egg'},NA
32cba1fa4e6cb4f68aea89a52ceb.jpeg,"Egg, whole, fried without fat",{'egg'},N,NA,NA,NA,{'egg'},NA
d114963a44b1907761fb16b16a62.jpeg,"Egg, whole, boiled or poached",{'egg'},N,NA,NA,NA,{'egg'},NA
c811e5314a5d85ff6b5fd5d55fbb.jpeg,"Egg, whole, fried without fat",{'egg'},N,NA,NA,NA,{'egg'},NA
a94fafa744b78ac998d79e1bb0c2.jpeg,"Egg, whole, boiled or poached",{'egg'},N,NA,NA,NA,{'egg'},NA
7985437b4a9f96bc55cf4528e8f1.jpeg,"Egg, whole, fried with cooking spray",{'egg'},N,NA,NA,NA,{'egg'},NA
96444b3843b08ce28dc1873e6ba9.jpeg,"Banana, raw, Walnuts, Pancakes, plain, Milk, whole, Potato, hash brown, from fast food, Egg omelet or scrambled egg, made with oil","{'egg', 'walnut', 'banana', 'omelet', 'milk', 'oil', 'pancake', 'potato'}",N,NA,NA,NA,"{'egg', 'walnut', 'banana', 'milk', 'oil', 'flour', 'butter', 'potato'}",NA
d0bc206243c082327fa8f2194420.jpeg,"Rice, white, with vegetables, soy-based sauce, fat added in cooking, Sesame oil, Seaweed, cooked, NS as to fat added in cooking, Egg omelet or scrambled egg, made without fat","{'egg', 'vegetable', 'sesame', 'omelet', 'oil', 'soy', 'seaweed', 'rice'}",N,NA,NA,NA,"{'egg', 'vegetable', 'oil', 'seaweed', 'rice'}",NA
506aa6944c5a9d375a9c4ead894b.jpeg,"Rice, white, with tomatoes and/or tomato-based sauce, fat not added in cooking, Egg, whole, fried with oil, Seaweed, cooked, NS as to fat added in cooking","{'egg', 'tomato', 'oil', 'seaweed', 'rice'}",N,NA,NA,NA,"{'egg', 'tomato', 'oil', 'seaweed', 'rice'}",NA
54938d2e46baba80478e1f1c68d2.jpeg,"Egg, whole, fried with oil, Potato, hash brown, from dry mix, Tomato catsup","{'egg', 'tomato', 'catsup', 'oil', 'potato'}",N,NA,NA,NA,"{'egg', 'tomato', 'vinegar', 'oil', 'potato'}",NA
2dbb6269496fae1cbdfce7964e8e.jpeg,"Soup, mostly noodles, Egg, whole, boiled or poached, Edamame, cooked","{'egg', 'soup', 'noodle'}",N,NA,NA,NA,"{'egg', 'soup', 'noodle'}",NA
7b526724473596cfff4ae44a9f16.jpeg,"Rice, white, cooked, fat not added in cooking, Ranch dip, regular, Egg, whole, fried without fat, Soy sauce, Sesame oil","{'egg', 'sesame', 'ranch', 'oil', 'soy', 'rice'}",N,NA,NA,NA,"{'egg', 'sesame', 'buttermilk', 'salt', 'garlic', 'onion', 'oil', 'rice'}",NA
1dd1a56e49f993230d4368638902.jpeg,"Congee, with meat, poultry, and/or seafood, Egg, whole, fried with margarine","{'egg', 'seafood', 'margarine', 'meat'}",N,NA,NA,NA,"{'egg', 'margarine', 'meat', 'congee'}",NA
cb95a5f04446ad802896d29466bb.jpeg,"Sweet potato fries, fast food / restaurant, Onions, cooked, from fresh, made with oil, Spinach, cooked, from fresh, made with oil, Peppers, red, cooked, made with oil, Egg, whole, fried with oil","{'egg', 'pepper', 'onion', 'fry', 'oil', 'potato', 'spinach'}",N,NA,NA,NA,"{'egg', 'pepper', 'onion', 'oil', 'potato', 'spinach'}",NA
29a91c0e4c26b0361917cb2aa633.jpeg,"Egg, whole, fried with oil, Pepper, sweet, red, raw","{'egg', 'pepper', 'oil'}",N,NA,NA,NA,"{'egg', 'pepper', 'oil'}",NA
c25861864793a11bbfb1e7e7dd50.jpeg,"Egg, whole, fried without fat, Peppers, green, cooked, fat not added in cooking, Potato, hash brown, from fresh, Salsa, red, commercially-prepared","{'egg', 'pepper', 'green', 'potato', 'salsa'}",N,NA,NA,NA,"{'egg', 'pepper', 'potato', 'salsa'}",NA
f1e463df4457bdffb7021fb4219c.jpeg,"Kimchi, Onions, cooked, from fresh, fat not added in cooking, Garlic, cooked, Pork, NS as to cut, cooked, NS as to fat eaten, Hot pepper sauce, Hot pepper sauce, Rice, white, cooked, fat not added in cooking, Egg, whole, fried with oil","{'egg', 'pepper', 'garlic', 'onion', 'kimchi', 'oil', 'pork', 'rice'}",N,NA,NA,NA,"{'egg', 'pepper', 'garlic', 'onion', 'kimchi', 'oil', 'pork', 'rice'}",NA
57962fdc4f9a9f68584a96a21d62.jpeg,"Egg, whole, fried with cooking spray, Raspberries, raw, NS as to color, Peach, raw","{'egg', 'peach', 'raspberry'}",N,NA,NA,NA,"{'egg', 'peach', 'raspberry'}",NA
c4c4461b4c33856ec130fc92207d.jpeg,"Egg omelet or scrambled egg, made without fat","{'egg', 'omelet'}",N,NA,NA,NA,{'egg'},NA
019cc91a4163ba49799b3a768802.jpeg,"Egg omelet or scrambled egg, made with cooking spray, Egg white omelet, scrambled, or fried, made with cooking spray","{'egg', 'omelet'}",N,NA,NA,NA,{'egg'},NA
6bdbf8aa4ee4a8aac1ca1aabaf35.jpeg,"Egg omelet or scrambled egg, made without fat, Tomato catsup, Egg white omelet, scrambled, or fried, made without fat","{'egg', 'omelet', 'tomato', 'catsup'}",N,NA,NA,NA,"{'egg', 'tomato', 'vinegar'}",NA
b545d7d249cbb225830e5a5afdf2.jpeg,"Egg omelet or scrambled egg, made without fat, Egg white omelet, scrambled, or fried, made without fat, Spinach, raw","{'egg', 'omelet', 'spinach'}",N,NA,NA,NA,"{'egg', 'spinach'}",NA
772348a9491fa5176920c2c8dccd.jpeg,"Egg omelet or scrambled egg, with cheese, made with oil","{'egg', 'omelet', 'oil', 'cheese'}",N,NA,NA,NA,"{'egg', 'oil', 'cheese'}",NA
0b25e20d466280c935e986aa9212.jpeg,"Egg omelet or scrambled egg, made with margarine","{'egg', 'omelet', 'margarine'}",N,NA,NA,NA,"{'egg', 'margarine'}",NA
4e44f2434de8bf80b24415a8a740.jpeg,"Egg omelet or scrambled egg, made with margarine","{'egg', 'omelet', 'margarine'}",N,NA,NA,NA,"{'egg', 'margarine'}",NA
5813f6334be6b5b79d31a9e3af4b.jpeg,"Egg omelet or scrambled egg, with cheese, made with margarine","{'egg', 'omelet', 'margarine', 'cheese'}",N,NA,NA,NA,"{'egg', 'margarine', 'cheese'}",NA
d3306e59427389ae6aa95a796147.jpeg,"Egg omelet or scrambled egg, made with cooking spray, Kale, cooked, from fresh, fat not added in cooking, Sweet potato, baked, peel eaten, fat added in cooking, NS as to type of fat","{'egg', 'omelet', 'kale', 'potato'}",N,NA,NA,NA,"{'egg', 'kale', 'potato'}",NA
